ID_Transacao,Data_Processamento,Valor_Recebido
TRX-000778,2026-06-12,7590.87
TRX-000779,2026-06-14,2774.08
TRX-000780,2026-05-21,6695.45
TRX-000781,2026-05-30,12087.61
TRX-000782,2026-05-28,4984.85
TRX-000783,2026-06-19,14271.39
TRX-000784,2026-06-08,8408.18
TRX-000785,2026-06-07,8731.83
TRX-000786,2026-05-28,2768.33
TRX-000787,2026-06-12,5071.63
TRX-000788,2026-06-08,4309.69
TRX-000789,2026-06-02,2661.92
TRX-000791,2026-06-16,6492.89
TRX-000792,2026-06-12,577.24
TRX-000793,2026-06-09,1851.04
TRX-000794,2026-06-09,9008.99
TRX-000795,2026-05-25,6689.21
TRX-000797,2026-06-02,3672.13
TRX-000798,2026-06-06,5953.15
TRX-000799,2026-06-03,8832.68
TRX-000800,2026-05-19,13509.29
TRX-000801,2026-05-24,11532.66
TRX-000802,2026-06-11,5505.23
TRX-000803,2026-06-02,7824.26
TRX-000804,2026-06-08,14582.34
TRX-000805,2026-06-04,2369.29
TRX-000806,2026-06-07,1009.55
TRX-000807,2026-06-04,6964.21
TRX-000808,2026-06-05,2026.01
TRX-000809,2026-05-22,12149.89
TRX-000810,2026-06-04,12637.38
TRX-000811,2026-06-15,2347.7
TRX-000812,2026-06-16,11062.05
TRX-000813,2026-05-24,4207.95
TRX-000814,2026-06-09,8509.32
TRX-000815,2026-06-09,5889.65
TRX-000816,2026-06-05,10702.89
TRX-000817,2026-05-26,14334.05
TRX-000818,2026-06-10,14589.84
TRX-000819,2026-06-17,10968.66
TRX-000820,2026-05-24,14249.9
TRX-000821,2026-05-19,2305.59
TRX-000822,2026-06-05,3202.37
TRX-000823,2026-05-27,3958.53
TRX-000824,2026-05-27,14850.04
TRX-000825,2026-05-29,1049.0
TRX-000826,2026-05-21,7769.79
TRX-000827,2026-06-02,3193.8
TRX-000828,2026-06-10,3969.69
TRX-000830,2026-06-03,14217.9
TRX-000831,2026-05-21,13104.0
TRX-000832,2026-05-27,12833.1
TRX-000833,2026-06-18,1094.41
TRX-000834,2026-05-30,10740.83
TRX-000835,2026-05-29,11059.09
TRX-000836,2026-06-05,13521.99
TRX-000837,2026-06-15,5359.81
TRX-000838,2026-05-26,3158.35
TRX-000839,2026-06-13,9798.28
TRX-000840,2026-06-16,11019.59
TRX-000841,2026-05-24,7231.82
TRX-000842,2026-05-24,14510.84
TRX-000844,2026-06-17,4260.83
TRX-000845,2026-05-25,8922.96
TRX-000846,2026-06-06,5843.63
TRX-000847,2026-05-27,3444.87
TRX-000848,2026-05-31,5314.94
TRX-000849,2026-06-06,11771.82
TRX-000850,2026-06-19,501.23
TRX-000851,2026-06-11,12871.83
TRX-000852,2026-06-15,11506.8
TRX-000853,2026-06-17,5013.5
TRX-000854,2026-06-07,13717.45
TRX-000855,2026-06-07,14533.24
TRX-000856,2026-06-14,12253.4
TRX-000857,2026-06-07,8087.04
TRX-000858,2026-06-13,1494.44
TRX-000859,2026-05-24,3155.55
TRX-000860,2026-05-22,6315.58
TRX-000861,2026-06-09,1503.0
TRX-000862,2026-06-02,3227.55
TRX-000863,2026-06-01,13805.13
TRX-000864,2026-05-31,8874.82
TRX-000866,2026-05-26,8151.35
TRX-000867,2026-05-30,12273.88
TRX-000868,2026-05-29,14318.68
TRX-000869,2026-06-03,11447.71
TRX-000870,2026-06-08,6777.81
TRX-000872,2026-06-01,3174.04
TRX-000873,2026-05-30,14738.53
TRX-000874,2026-06-16,3867.44
TRX-000876,2026-06-09,12213.98
TRX-000877,2026-06-12,2658.19
TRX-000878,2026-06-12,14522.62
TRX-000879,2026-05-21,2645.88
TRX-000880,2026-05-20,1878.4
TRX-000881,2026-05-24,12982.23
TRX-000882,2026-06-18,12351.17
TRX-000883,2026-05-30,2751.99
TRX-000884,2026-06-10,6480.2
TRX-000885,2026-06-10,14360.61
TRX-000886,2026-06-12,14698.56
TRX-000887,2026-06-05,4842.32
TRX-000888,2026-06-15,10753.85
TRX-000890,2026-06-17,3541.06
TRX-000891,2026-05-28,5281.12
TRX-000892,2026-05-25,6527.77
TRX-000893,2026-05-28,10176.04
TRX-000894,2026-06-09,14467.15
TRX-000895,2026-06-11,13026.43
TRX-000896,2026-06-09,4056.55
TRX-000897,2026-05-25,8004.44
TRX-000898,2026-05-25,6033.99
TRX-000899,2026-05-21,8868.9
TRX-000900,2026-05-28,2498.39
TRX-000901,2026-06-11,10738.13
TRX-000902,2026-05-25,8732.83
TRX-000903,2026-05-28,8877.62
TRX-000904,2026-06-01,5593.87
TRX-000905,2026-05-28,7203.08
TRX-000906,2026-05-29,13337.87
TRX-000907,2026-05-22,8675.99
TRX-000908,2026-06-16,1312.28
TRX-000909,2026-06-02,7460.44
TRX-000910,2026-06-12,9297.97
TRX-000911,2026-06-15,7240.12
TRX-000912,2026-06-09,10730.34
TRX-000913,2026-06-05,5125.23
TRX-000914,2026-05-20,1117.46
TRX-000915,2026-06-02,7620.49
TRX-000916,2026-05-28,10930.03
TRX-000917,2026-05-22,6397.43
TRX-000918,2026-05-27,9630.87
TRX-000920,2026-05-22,3761.13
TRX-000921,2026-05-18,2982.51
TRX-000922,2026-05-28,12023.35
TRX-000923,2026-05-30,2875.09
TRX-000924,2026-05-28,4746.23
TRX-000925,2026-05-20,1660.98
TRX-000926,2026-05-31,9595.42
TRX-000927,2026-06-01,12044.49
TRX-000928,2026-05-29,4884.65
TRX-000929,2026-06-12,13514.05
TRX-000930,2026-06-16,9981.88
TRX-000931,2026-05-27,12248.54
TRX-000932,2026-06-07,5612.56
TRX-000933,2026-06-10,8701.8
TRX-000934,2026-05-21,1208.18
TRX-000935,2026-06-16,10405.86
TRX-000936,2026-05-27,7349.93
TRX-000937,2026-05-26,11105.62
TRX-000938,2026-06-05,4782.04
TRX-000939,2026-06-18,7617.86
TRX-000940,2026-06-12,8200.37
TRX-000941,2026-05-28,13212.42
TRX-000942,2026-06-11,10091.65
TRX-000943,2026-05-30,2956.48
TRX-000944,2026-06-09,2606.44
TRX-000945,2026-06-09,10919.75
TRX-000946,2026-06-09,14433.13
TRX-000947,2026-05-21,4975.53
TRX-000948,2026-05-23,7141.63
TRX-000949,2026-05-29,6158.27
TRX-000950,2026-05-28,7327.8
TRX-000951,2026-06-17,3749.71
TRX-000952,2026-06-03,2073.0
TRX-000953,2026-06-06,989.7
TRX-000954,2026-05-20,14171.58
TRX-000955,2026-06-12,14924.78
TRX-000956,2026-06-12,6252.32
TRX-000957,2026-06-10,2835.92
TRX-000958,2026-06-08,12986.08
TRX-000959,2026-05-20,8354.87
TRX-000960,2026-06-07,1902.78
TRX-000961,2026-05-27,2646.02
TRX-000962,2026-06-06,9902.3
TRX-000963,2026-05-28,13137.64
TRX-000964,2026-06-02,2881.19
TRX-000965,2026-05-22,10153.02
TRX-000966,2026-06-07,10133.55
TRX-000967,2026-06-18,8901.26
TRX-000968,2026-06-03,14740.83
TRX-000969,2026-05-31,1084.96
TRX-000970,2026-06-05,13163.23
TRX-000971,2026-06-15,5992.93
TRX-000972,2026-06-01,12590.95
TRX-000973,2026-06-16,2422.87
TRX-000975,2026-05-22,12483.15
TRX-000976,2026-06-06,4976.43
TRX-000977,2026-05-25,7967.51
TRX-000978,2026-05-30,13092.19
TRX-000979,2026-06-17,5726.41
TRX-000980,2026-06-14,14349.96
TRX-000981,2026-06-09,3892.57
TRX-000982,2026-05-27,7048.09
TRX-000983,2026-05-28,8450.67
TRX-000984,2026-06-09,6513.9
TRX-000985,2026-06-08,12752.4
TRX-000986,2026-06-02,11206.22
TRX-000987,2026-06-06,3504.67
TRX-000988,2026-06-04,7957.12
TRX-000989,2026-05-27,1408.58
TRX-000990,2026-06-16,7208.88
TRX-000991,2026-05-25,14933.28
TRX-000992,2026-06-01,5030.3
TRX-000993,2026-06-14,5819.33
TRX-000994,2026-06-09,8152.9
TRX-000995,2026-05-26,10678.6
TRX-000996,2026-05-28,4236.03
TRX-000997,2026-06-17,3492.47
TRX-000998,2026-06-18,3650.89
TRX-000999,2026-05-18,6876.13
TRX-001000,2026-05-25,10047.4
TRX-001001,2026-05-23,8223.15
TRX-001002,2026-06-12,9002.5
TRX-001003,2026-06-17,4935.12
TRX-001004,2026-05-25,13778.08
TRX-001005,2026-06-10,5574.75
TRX-001006,2026-06-11,11060.31
TRX-001007,2026-06-09,8701.76
TRX-001008,2026-06-10,5527.83
TRX-001009,2026-06-09,962.63
TRX-001010,2026-06-09,1036.87
TRX-001011,2026-06-16,13359.98
TRX-001012,2026-06-01,3556.36
TRX-001013,2026-06-03,14214.18
TRX-001014,2026-06-01,3794.81
TRX-001015,2026-06-07,13498.78
TRX-001016,2026-06-05,3685.68
TRX-001017,2026-05-30,3900.93
TRX-001018,2026-05-28,12190.95
TRX-001019,2026-05-30,13579.9
TRX-001020,2026-06-01,5665.74
TRX-001021,2026-05-25,7480.28
TRX-001022,2026-06-19,4774.81
TRX-001023,2026-05-25,7951.72
TRX-001025,2026-05-25,3832.69
TRX-001026,2026-06-01,8466.39
TRX-001027,2026-05-24,12497.83
TRX-001028,2026-05-19,5305.5
TRX-001029,2026-06-12,1515.66
TRX-001030,2026-05-22,8166.99
TRX-001031,2026-06-11,2956.18
TRX-001032,2026-06-02,4007.13
TRX-001033,2026-05-27,14982.86
TRX-001034,2026-06-08,14501.89
TRX-001035,2026-06-19,8185.26
TRX-001036,2026-06-16,2565.97
TRX-001037,2026-05-24,8833.65
TRX-001038,2026-06-10,12147.09
TRX-001039,2026-06-08,1784.1
TRX-001040,2026-06-09,10361.94
TRX-001042,2026-05-25,10650.4
TRX-001043,2026-06-01,4827.63
TRX-001044,2026-05-20,4110.77
TRX-001045,2026-06-02,2359.96
TRX-001046,2026-06-08,1295.78
TRX-001047,2026-06-02,7245.1
TRX-001048,2026-05-28,1551.3
TRX-001049,2026-05-20,3908.03
TRX-001050,2026-06-14,3023.26
TRX-001051,2026-06-03,631.61
TRX-001052,2026-06-10,11395.13
TRX-001053,2026-06-12,2481.14
TRX-001054,2026-05-25,9212.11
TRX-001055,2026-06-08,14115.51
TRX-001056,2026-05-31,3562.29
TRX-001057,2026-05-26,14848.28
TRX-001059,2026-05-20,13183.99
TRX-001060,2026-06-05,1824.87
TRX-001061,2026-06-08,520.39
TRX-001062,2026-05-27,732.64
TRX-001063,2026-06-11,5376.55
TRX-001064,2026-05-31,6177.43
TRX-001065,2026-05-28,3767.15
TRX-001066,2026-05-30,10983.89
TRX-001067,2026-06-07,6550.48
TRX-001068,2026-06-17,9065.94
TRX-001069,2026-06-09,774.76
TRX-001070,2026-05-22,14802.03
TRX-001071,2026-06-15,13861.97
TRX-001073,2026-05-29,9610.69
TRX-001074,2026-06-17,10600.68
TRX-001075,2026-05-21,2736.54
TRX-001076,2026-05-27,2114.87
TRX-001077,2026-05-22,12573.71
TRX-001078,2026-06-01,11032.71
TRX-001079,2026-06-16,2829.22
TRX-001080,2026-05-21,9191.97
TRX-001081,2026-06-14,5930.73
TRX-001082,2026-06-01,2507.98
TRX-001084,2026-06-03,5362.87
TRX-001085,2026-05-22,5875.89
TRX-001086,2026-05-21,10636.63
TRX-001087,2026-05-27,4680.26
TRX-001088,2026-06-12,3724.35
TRX-001089,2026-06-11,3784.53
TRX-001090,2026-05-31,7445.85
TRX-001091,2026-06-17,3911.58
TRX-001092,2026-06-12,3679.58
TRX-001093,2026-05-26,13757.11
TRX-001094,2026-06-05,947.63
TRX-001095,2026-06-03,2551.22
TRX-001096,2026-05-21,11450.65
TRX-001097,2026-06-15,1481.64
TRX-001098,2026-05-27,1414.82
TRX-001099,2026-05-22,8174.86
TRX-001100,2026-06-11,6927.81
TRX-001101,2026-06-02,10307.79
TRX-001102,2026-06-08,12399.6
TRX-001103,2026-06-05,5609.14
TRX-001104,2026-06-17,772.47
TRX-001105,2026-05-30,6235.56
TRX-001106,2026-05-24,13770.66
TRX-001107,2026-05-31,2304.21
TRX-001108,2026-06-01,1942.84
TRX-001109,2026-06-13,8577.27
TRX-001110,2026-06-10,11874.65
TRX-001111,2026-06-10,6742.24
TRX-001112,2026-05-29,1389.64
TRX-001113,2026-06-09,1182.28
TRX-001114,2026-06-12,5749.51
TRX-001115,2026-05-27,10123.5
TRX-001116,2026-05-23,13639.65
TRX-001117,2026-06-06,5741.08
TRX-001118,2026-05-25,10604.01
TRX-001119,2026-05-21,11435.46
TRX-001120,2026-06-06,8863.94
TRX-001121,2026-05-27,864.14
TRX-001122,2026-05-30,13463.92
TRX-001123,2026-05-26,10244.35
TRX-001124,2026-06-10,14943.62
TRX-001125,2026-06-18,2227.37
TRX-001126,2026-05-30,5816.47
TRX-001127,2026-06-05,9090.82
TRX-001128,2026-06-11,5534.13
TRX-001129,2026-06-14,1974.83
TRX-001130,2026-05-27,10623.95
TRX-001131,2026-05-21,5086.47
TRX-001132,2026-05-26,1432.67
TRX-001134,2026-06-11,5729.9
TRX-001135,2026-05-22,14972.05
TRX-001136,2026-06-07,2034.28
TRX-001137,2026-06-16,9570.51
TRX-001138,2026-05-23,10670.82
TRX-001140,2026-06-02,7237.59
TRX-001141,2026-05-28,10511.7
TRX-001142,2026-06-15,4868.79
TRX-001143,2026-05-30,6764.9
TRX-001144,2026-05-27,9371.84
TRX-001145,2026-06-13,10579.46
TRX-001146,2026-05-24,1832.32
TRX-001147,2026-05-28,7765.42
TRX-001148,2026-06-13,8773.8
TRX-001149,2026-06-19,9979.55
TRX-001150,2026-06-01,6783.26
TRX-001151,2026-06-11,3623.21
TRX-001152,2026-05-29,8865.09
TRX-001153,2026-06-19,13052.99
TRX-001154,2026-06-07,764.04
TRX-001155,2026-05-26,9447.54
TRX-001156,2026-06-02,2192.91
TRX-001157,2026-05-28,14667.32
TRX-001158,2026-05-22,2735.44
TRX-001159,2026-05-20,7961.81
TRX-001160,2026-06-07,12507.89
TRX-001161,2026-06-01,2779.21
TRX-001162,2026-05-18,8944.0
TRX-001163,2026-06-10,13626.34
TRX-001165,2026-05-25,12268.88
TRX-001166,2026-06-03,4820.1
TRX-001167,2026-05-24,9080.88
TRX-001168,2026-06-06,13350.3
TRX-001169,2026-05-22,13472.63
TRX-001170,2026-06-07,4597.17
TRX-001171,2026-05-24,5543.42
TRX-001172,2026-06-07,12921.02
TRX-001173,2026-06-05,1519.02
TRX-001174,2026-06-14,5848.13
TRX-001175,2026-06-16,9003.33
TRX-001176,2026-06-16,1111.98
TRX-001177,2026-05-20,10965.81
TRX-001178,2026-05-19,7203.35
TRX-001179,2026-06-10,7785.03
TRX-001180,2026-06-06,10242.24
TRX-001181,2026-05-31,10932.48
TRX-001182,2026-06-09,5208.59
TRX-001183,2026-06-17,9898.35
TRX-001184,2026-06-10,11842.28
TRX-001185,2026-06-02,4300.39
TRX-001186,2026-06-12,5426.78
TRX-001187,2026-05-30,11746.37
TRX-001188,2026-05-27,10105.68
TRX-001189,2026-06-07,5605.01
TRX-001190,2026-05-26,13718.59
TRX-001191,2026-06-13,2644.28
TRX-001192,2026-05-30,11488.93
TRX-001193,2026-06-03,10274.05
TRX-001194,2026-06-12,1841.4
TRX-001195,2026-06-17,7562.69
TRX-001196,2026-06-19,14311.58
TRX-001197,2026-06-13,8877.84
TRX-001198,2026-05-25,8131.53
TRX-001199,2026-05-24,2423.29
TRX-001200,2026-06-06,3162.25
TRX-001201,2026-06-18,12675.21
TRX-001202,2026-05-29,14067.77
TRX-001203,2026-05-28,4384.53
TRX-001204,2026-05-21,8667.01
TRX-001205,2026-05-26,6640.39
TRX-001206,2026-06-04,2289.0
TRX-001207,2026-06-06,10729.31
TRX-001208,2026-05-30,11681.06
TRX-001209,2026-06-11,6960.82
TRX-001210,2026-05-26,4905.26
TRX-001211,2026-05-31,11701.45
TRX-001212,2026-05-27,561.18
TRX-001213,2026-06-15,10353.32
TRX-001214,2026-06-09,10590.73
TRX-001215,2026-06-06,3889.46
TRX-001216,2026-05-20,13846.09
TRX-001217,2026-06-12,8105.21
TRX-001218,2026-06-15,5190.45
TRX-001219,2026-06-07,10886.15
TRX-001220,2026-06-03,3712.94
TRX-001221,2026-06-11,6986.57
TRX-001222,2026-05-31,9162.68
TRX-001223,2026-05-25,13870.26
TRX-001224,2026-06-03,9537.61
TRX-001225,2026-05-26,3950.38
TRX-001226,2026-05-31,11146.73
TRX-001227,2026-06-14,1600.68
TRX-001228,2026-06-04,13221.81
TRX-001229,2026-06-04,2527.05
TRX-001230,2026-06-06,4112.45
TRX-001232,2026-05-30,9250.79
TRX-001233,2026-05-29,5810.58
TRX-001234,2026-06-01,8459.4
TRX-001235,2026-06-02,7529.27
TRX-001236,2026-05-28,10048.27
TRX-001237,2026-06-04,1442.46
TRX-001238,2026-06-18,7276.59
TRX-001239,2026-05-30,5361.93
TRX-001240,2026-06-07,4389.82
TRX-001242,2026-06-06,14146.81
TRX-001243,2026-06-14,805.7
TRX-001244,2026-06-14,6006.06
TRX-001245,2026-05-30,1610.94
TRX-001246,2026-06-04,13630.85
TRX-001247,2026-06-18,3144.58
TRX-001248,2026-06-01,4759.78
TRX-001249,2026-05-20,7213.58
TRX-001250,2026-05-24,6287.46
TRX-001251,2026-06-09,14297.68
TRX-001252,2026-06-01,9322.09
TRX-001253,2026-06-14,4102.48
TRX-001254,2026-06-10,1522.55
TRX-001255,2026-06-16,10611.57
TRX-001256,2026-05-27,3399.05
TRX-001257,2026-05-19,12545.28
TRX-001258,2026-06-08,12820.46
TRX-001259,2026-05-31,655.58
TRX-001260,2026-06-15,14653.79
TRX-001261,2026-06-11,11938.65
TRX-001262,2026-06-01,5789.6
TRX-001263,2026-05-22,7524.73
TRX-001264,2026-06-09,10075.95
TRX-001265,2026-06-16,11890.66
TRX-001266,2026-06-19,6226.69
TRX-001267,2026-05-19,3042.64
TRX-001268,2026-06-04,8689.66
TRX-001269,2026-05-31,6620.66
TRX-001271,2026-05-23,9232.86
TRX-001272,2026-05-29,14254.54
TRX-001273,2026-06-19,11055.85
TRX-001275,2026-06-13,13335.57
TRX-001276,2026-06-07,674.06
TRX-001278,2026-06-13,556.65
TRX-001281,2026-06-04,8311.26
TRX-001282,2026-05-18,4396.04
TRX-001283,2026-05-26,4665.13
TRX-001284,2026-06-03,10434.28
TRX-001285,2026-06-11,14858.38
TRX-001286,2026-06-02,5043.3
TRX-001287,2026-06-11,14163.33
TRX-001288,2026-06-15,11999.13
TRX-001289,2026-06-16,6743.71
TRX-001290,2026-05-26,5591.2
TRX-001291,2026-06-05,11946.98
TRX-001292,2026-05-26,14107.46
TRX-001293,2026-05-27,12986.58
TRX-001294,2026-06-09,5061.23
TRX-001295,2026-05-18,12024.62
TRX-001296,2026-06-05,8526.82
TRX-001297,2026-05-22,3986.43
TRX-001298,2026-05-30,3509.42
TRX-001299,2026-06-13,3464.46
TRX-001300,2026-05-31,4153.4
TRX-001301,2026-05-24,6507.29
TRX-001302,2026-05-19,8130.96
TRX-001303,2026-06-07,10786.45
TRX-001304,2026-06-16,2519.14
TRX-001305,2026-06-06,9961.05
TRX-001306,2026-06-11,1911.36
TRX-001307,2026-05-27,10884.04
TRX-001308,2026-06-12,4903.82
TRX-001309,2026-06-09,2334.84
TRX-001310,2026-06-07,8786.32
TRX-001311,2026-05-30,14665.78
TRX-001313,2026-05-28,14755.82
TRX-001314,2026-06-13,6376.42
TRX-001315,2026-05-25,8596.19
TRX-001316,2026-06-05,9980.84
TRX-001317,2026-06-15,7448.61
TRX-001318,2026-05-27,1566.9
TRX-001319,2026-05-19,3681.68
TRX-001320,2026-06-12,2871.93
TRX-001321,2026-05-31,14722.54
TRX-001322,2026-05-26,14880.98
TRX-001323,2026-06-08,12481.57
TRX-001324,2026-06-09,7962.13
TRX-001325,2026-05-28,2689.02
TRX-001326,2026-06-16,4909.53
TRX-001327,2026-05-22,13608.76
TRX-001328,2026-06-05,12501.73
TRX-001329,2026-05-23,7212.68
TRX-001330,2026-06-01,4832.73
TRX-001331,2026-06-12,13518.49
TRX-001333,2026-05-25,8540.2
TRX-001334,2026-05-22,14481.91
TRX-001335,2026-06-08,2251.98
TRX-001337,2026-06-04,14991.98
TRX-001338,2026-06-04,14087.53
TRX-001342,2026-06-06,12729.67
TRX-001343,2026-06-17,1444.4
TRX-001344,2026-05-19,1374.12
TRX-001345,2026-05-26,3575.75
TRX-001346,2026-05-23,3071.93
TRX-001347,2026-06-11,12275.64
TRX-001348,2026-05-20,2014.38
TRX-001349,2026-06-12,14816.7
TRX-001350,2026-06-12,2900.02
TRX-001351,2026-06-11,7842.83
TRX-001352,2026-06-08,1794.1
TRX-001353,2026-06-14,9293.89
TRX-001354,2026-05-19,12391.4
TRX-001355,2026-06-03,5178.33
TRX-001356,2026-06-08,5693.29
TRX-001357,2026-05-27,6895.1
TRX-001358,2026-06-04,8305.11
TRX-001359,2026-05-28,10667.65
TRX-001360,2026-05-29,5674.23
TRX-001361,2026-05-31,4851.2
TRX-001362,2026-06-09,12307.04
TRX-001363,2026-05-21,2567.24
TRX-001364,2026-06-17,4729.12
TRX-001365,2026-06-13,4481.53
TRX-001366,2026-05-25,11831.84
TRX-001367,2026-06-10,12244.65
TRX-001368,2026-05-26,1473.0
TRX-001369,2026-05-30,13541.8
TRX-001371,2026-05-19,9372.53
TRX-001372,2026-06-01,12337.48
TRX-001373,2026-05-23,9462.28
TRX-001374,2026-05-26,3066.77
TRX-001377,2026-06-13,3364.99
TRX-001378,2026-05-30,2856.79
TRX-001379,2026-05-25,2336.27
TRX-001380,2026-05-26,5714.49
TRX-001381,2026-06-08,7317.64
TRX-001382,2026-05-24,11649.5
TRX-001383,2026-06-14,13949.72
TRX-001384,2026-06-10,12402.17
TRX-001385,2026-06-13,8787.19
TRX-001386,2026-06-03,10037.55
TRX-001387,2026-05-21,12685.53
TRX-001388,2026-06-12,13442.21
TRX-001389,2026-06-01,14966.51
TRX-001390,2026-06-15,12490.07
TRX-001391,2026-05-28,1543.59
TRX-001392,2026-05-19,9882.4
TRX-001393,2026-05-25,2987.71
TRX-001394,2026-06-03,4664.79
TRX-001395,2026-06-11,13657.78
TRX-001396,2026-06-03,11031.02
TRX-001397,2026-05-25,3545.55
TRX-001398,2026-06-03,7423.17
TRX-001399,2026-05-21,2469.01
TRX-001400,2026-06-17,9299.11
TRX-001401,2026-06-10,14427.45
TRX-001402,2026-05-29,14413.86
TRX-001403,2026-06-03,11599.69
TRX-001404,2026-06-02,2528.13
TRX-001405,2026-06-17,3926.82
TRX-001406,2026-06-09,1405.73
TRX-001407,2026-05-29,3562.49
TRX-001408,2026-05-29,8406.12
TRX-001409,2026-05-22,10072.0
TRX-001410,2026-05-31,4773.82
TRX-001411,2026-05-27,12227.72
TRX-001412,2026-06-06,12520.76
TRX-001413,2026-06-08,7143.59
TRX-001414,2026-06-03,3578.07
TRX-001415,2026-05-25,12353.51
TRX-001416,2026-05-31,7172.18
TRX-001417,2026-05-21,14449.88
TRX-001418,2026-06-08,5747.66
TRX-001419,2026-06-18,2992.66
TRX-001421,2026-05-22,10577.04
TRX-001422,2026-06-15,10700.22
TRX-001423,2026-06-02,4690.66
TRX-001424,2026-06-02,5110.66
TRX-001425,2026-05-21,11625.24
TRX-001426,2026-05-30,769.96
TRX-001427,2026-06-12,7824.07
TRX-001428,2026-06-02,3423.15
TRX-001429,2026-05-28,5573.22
TRX-001430,2026-06-10,12663.55
TRX-001431,2026-05-29,11425.95
TRX-001433,2026-05-26,8122.42
TRX-001434,2026-05-23,3823.71
TRX-001435,2026-05-23,798.01
TRX-001436,2026-05-27,12424.52
TRX-001437,2026-05-21,6765.72
TRX-001438,2026-06-04,932.57
TRX-001439,2026-05-30,13909.52
TRX-001440,2026-06-11,8075.75
TRX-001441,2026-06-09,9728.66
TRX-001442,2026-05-24,988.96
TRX-001443,2026-06-04,6477.59
TRX-001444,2026-06-07,4294.84
TRX-001445,2026-06-01,11929.66
TRX-001447,2026-06-03,11068.45
TRX-001448,2026-06-11,14021.6
TRX-001450,2026-06-08,6424.4
TRX-001451,2026-05-24,9023.37
TRX-001452,2026-05-27,1929.67
TRX-001453,2026-05-25,11108.69
TRX-001454,2026-06-03,6216.15
TRX-001455,2026-06-02,14450.99
TRX-001456,2026-06-13,1858.15
TRX-001457,2026-05-31,6017.33
TRX-001458,2026-06-08,5792.89
TRX-001459,2026-05-20,7701.42
TRX-001460,2026-05-28,2812.82
TRX-001461,2026-06-07,5603.5
TRX-001462,2026-05-28,11062.94
TRX-001463,2026-05-20,4529.32
TRX-001464,2026-05-20,13834.66
TRX-001465,2026-06-14,2942.64
TRX-001466,2026-06-17,8553.58
TRX-001467,2026-06-06,2387.81
TRX-001468,2026-06-05,10229.7
TRX-001469,2026-06-08,6440.92
TRX-001470,2026-06-11,5746.14
TRX-001471,2026-05-19,13191.72
TRX-001472,2026-05-19,1255.98
TRX-001473,2026-06-11,2051.04
TRX-001474,2026-05-27,14942.36
TRX-001475,2026-06-15,8136.52
TRX-001476,2026-06-16,8980.3
TRX-001477,2026-06-11,14056.34
TRX-001478,2026-06-05,10212.3
TRX-001479,2026-06-14,7657.28
TRX-001480,2026-06-06,4829.95
TRX-001481,2026-05-24,7005.39
TRX-001482,2026-06-07,3316.46
TRX-001483,2026-05-24,6933.64
TRX-001484,2026-06-10,14273.34
TRX-001486,2026-06-02,10246.89
TRX-001487,2026-06-15,768.63
TRX-001488,2026-06-17,9794.66
TRX-001489,2026-06-07,2700.78
TRX-001490,2026-06-02,12214.94
TRX-001491,2026-05-25,2590.54
TRX-001492,2026-06-16,8501.4
TRX-001493,2026-06-11,14090.88
TRX-001494,2026-06-17,5109.91
TRX-001495,2026-06-04,6293.03
TRX-001496,2026-06-05,14813.48
TRX-001497,2026-05-22,14957.86
TRX-001498,2026-06-08,4541.13
TRX-001499,2026-06-06,2807.27
TRX-001501,2026-06-03,6935.47
TRX-001502,2026-06-14,4282.82
TRX-001503,2026-06-06,2176.18
TRX-001504,2026-05-28,5263.73
TRX-001505,2026-06-15,13235.84
TRX-001506,2026-05-24,669.07
TRX-001507,2026-06-12,8664.97
TRX-001508,2026-06-16,11822.42
TRX-001509,2026-06-07,14211.94
TRX-001510,2026-05-20,3780.33
TRX-001511,2026-06-15,12605.33
TRX-001512,2026-06-15,9970.76
TRX-001513,2026-06-17,7894.82
TRX-001514,2026-06-16,13137.29
TRX-001515,2026-06-12,10391.2
TRX-001516,2026-06-16,1794.92
TRX-001517,2026-05-24,13450.9
TRX-001518,2026-06-05,13791.82
TRX-001519,2026-06-10,6425.35
TRX-001521,2026-06-08,5638.29
TRX-001522,2026-06-15,2044.08
TRX-001523,2026-06-03,8188.55
TRX-001524,2026-05-27,1365.42
TRX-001525,2026-06-08,4760.34
TRX-001526,2026-05-27,10105.03
TRX-001527,2026-06-09,6603.52
TRX-001528,2026-05-27,14489.04
TRX-001529,2026-06-04,4631.34
TRX-001530,2026-06-13,13708.0
TRX-001531,2026-06-14,2495.96
TRX-001533,2026-06-01,1782.83
TRX-001534,2026-05-27,4303.54
TRX-001535,2026-05-25,14830.71
TRX-001537,2026-06-06,10821.85
TRX-001538,2026-06-13,11832.34
TRX-001539,2026-06-13,11035.5
TRX-001540,2026-06-04,1917.94
TRX-001541,2026-05-31,9882.75
TRX-001542,2026-05-19,12987.1
TRX-001543,2026-06-01,7123.28
TRX-001544,2026-06-17,14779.99
TRX-001545,2026-06-16,9015.77
TRX-001546,2026-06-07,5619.29
TRX-001547,2026-06-14,2632.6
TRX-001548,2026-06-13,8415.63
TRX-001549,2026-06-02,8969.04
TRX-001550,2026-06-12,14227.7
TRX-001551,2026-06-11,5618.46
TRX-001552,2026-05-31,8929.79
TRX-001553,2026-06-05,4885.39
TRX-001554,2026-06-18,2652.28
TRX-001555,2026-05-31,9706.2
TRX-001556,2026-05-23,5180.18
